orig_hname,new_hname,hclass,horder,hfamily,genus,spp,subspp 
Ceratoscopelus maderensis,Ceratoscopelus maderensis,Actinopterygii,Myctophiformes,Myctophidae,Ceratoscopelus,maderensis,NA
Ceratoscopelus warmingii,Ceratoscopelus warmingii,Actinopterygii,Myctophiformes,Myctophidae,Ceratoscopelus,warmingii,NA
Cetengraulis edentulus,Cetengraulis edentulus,Actinopterygii,Clupeiformes,Engraulidae,Cetengraulis,edentulus,NA
Cetopsis othonops,Cetopsis othonops,Actinopterygii,Siluriformes,Cetopsidae,Cetopsis,othonops,NA
Cetorhinus maximus,Cetorhinus maximus,Chondrichthyes,Lamniformes,Cetorhinidae,Cetorhinus,maximus,NA
Chaengobius macrognathos,Gymnogobius macrognathos,Actinopterygii,Perciformes,Gobiidae,Gymnogobius,macrognathos,NA
Chaenocephalus aceratus,Chaenocephalus aceratus,Actinopterygii,Perciformes,Channichthyidae,Chaenocephalus,aceratus,NA
Chaenodraco wilsoni,Chaenodraco wilsoni,Actinopterygii,Perciformes,Channichthyidae,Chaenodraco,wilsoni,NA
Chaenogaleus macrostoma,Chaenogaleus macrostoma,Chondrichthyes,Carcharhiniformes,Hemigaleidae,Chaenogaleus,macrostoma,NA
Chaenogobius castaneus,Gymnogobius castaneus,Actinopterygii,Perciformes,Gobiidae,Gymnogobius,castaneus,NA
Chaetodipterus faber,Chaetodipterus faber,Actinopterygii,Perciformes,Ephippidae,Chaetodipterus,faber,NA
Chaetodipterus lippei,Chaetodipterus lippei,Actinopterygii,Perciformes,Ephippidae,Chaetodipterus,lippei,NA
Chaetodipterus zonatus,Chaetodipterus zonatus,Actinopterygii,Perciformes,Ephippidae,Chaetodipterus,zonatus,NA
Chaetodon aureofasciatus,Chaetodon aureofasciatus,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,aureofasciatus,NA
Chaetodon auriga,Chaetodon auriga,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,auriga,NA
Chaetodon auripes,Chaetodon auripes,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,auripes,NA
Chaetodon baronessa,Chaetodon baronessa,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,baronessa,NA
Chaetodon bennetti,Chaetodon bennetti,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,bennetti,NA
Chaetodon capistratus,Chaetodon capistratus,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,capistratus,NA
Chaetodon citrinellus,Chaetodon citrinellus,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,citrinellus,NA
Chaetodon decussatus,Chaetodon decussatus,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,decussatus,NA
Chaetodon dolosus,Chaetodon dolosus,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,dolosus,NA
Chaetodon ephippium,Chaetodon ephippium,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,ephippium,NA
Chaetodon flavirostris,Chaetodon flavirostris,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,flavirostris,NA
Chaetodon fremblii,Chaetodon fremblii,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,fremblii,NA
Chaetodon guentheri,Chaetodon guentheri,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,guentheri,NA
Chaetodon kleinii,Chaetodon kleinii,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,kleinii,NA
Chaetodon lineolatus,Chaetodon lineolatus,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,lineolatus,NA
Chaetodon lunula,Chaetodon lunula,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,lunula,NA
Chaetodon madagaskariensis,Chaetodon madagaskariensis,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,madagaskariensis,NA
Chaetodon melannotus,Chaetodon melannotus,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,melannotus,NA
Chaetodon mertensii,Chaetodon mertensii,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,mertensii,NA
Chaetodon multicinctus,Chaetodon multicinctus,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,multicinctus,NA
Chaetodon ocellatus,Chaetodon ocellatus,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,ocellatus,NA
Chaetodon ornatissimus,Chaetodon ornatissimus,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,ornatissimus,NA
Chaetodon paucifasciatus,Chaetodon paucifasciatus,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,paucifasciatus,NA
Chaetodon pelewensis,Chaetodon pelewensis,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,pelewensis,NA
Chaetodon plebeius,Chaetodon plebeius,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,plebeius,NA
Chaetodon quadrimaculatus,Chaetodon quadrimaculatus,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,quadrimaculatus,NA
Chaetodon rainfordi,Chaetodon rainfordi,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,rainfordi,NA
Chaetodon speculum,Chaetodon speculum,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,speculum,NA
Chaetodon trifascialis,Chaetodon trifascialis,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,trifascialis,NA
Chaetodon trifasciatus,Chaetodon trifasciatus,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,trifasciatus,NA
Chaetodon ulietensis,Chaetodon ulietensis,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,ulietensis,NA
Chaetodon unimaculatus,Chaetodon unimaculatus,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,unimaculatus,NA
Chaetodon wiebeli,Chaetodon wiebeli,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,wiebeli,NA
Chaetodon zanzibarensis,Chaetodon zanzibarensis,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,zanzibarensis,NA
Chaetodontoplus meredithi,Chaetodontoplus meredithi,Actinopterygii,Perciformes,Pomacanthidae,Chaetodontoplus,meredithi,NA
Chaetodontoplus septentrionalis,Chaetodontoplus septentrionalis,Actinopterygii,Perciformes,Pomacanthidae,Chaetodontoplus,septentrionalis,NA
Chalceus macrolepidotus,Chalceus macrolepidotus,Actinopterygii,Characiformes,Characidae,Chalceus,macrolepidotus,NA
Champsocephalus gunnari,Champsocephalus gunnari,Actinopterygii,Perciformes,Channichthyidae,Champsocephalus,gunnari,NA
Champsodon capensis,Champsodon capensis,Actinopterygii,Perciformes,Champsodontidae,Champsodon,capensis,NA
Chanda nama,Chanda nama,Actinopterygii,Perciformes,Ambassidae,Chanda,nama,NA
Channa argus,Channa argus,Actinopterygii,Perciformes,Channidae,Channa,argus,NA
Channa asiatica,Channa asiatica,Actinopterygii,Perciformes,Channidae,Channa,asiatica,NA
Channa lucius,Channa lucius,Actinopterygii,Perciformes,Channidae,Channa,lucius,NA
Channa maculata,Channa maculata,Actinopterygii,Perciformes,Channidae,Channa,maculata,NA
Channa marulia,Channa marulius,Actinopterygii,Perciformes,Channidae,Channa,marulius,NA
Channa micropeltes,Channa micropeltes,Actinopterygii,Perciformes,Channidae,Channa,micropeltes,NA
Channa punctata,Channa punctata,Actinopterygii,Perciformes,Channidae,Channa,punctata,NA
Channa striata,Channa striata,Actinopterygii,Perciformes,Channidae,Channa,striata,NA
Channichthys rhinoceratus,Channichthys rhinoceratus,Actinopterygii,Perciformes,Channichthyidae,Channichthys,rhinoceratus,NA
Channichthys velifer,Channichthys velifer,Actinopterygii,Perciformes,Channichthyidae,Channichthys,velifer,NA
Chanodichthys dabryi,Chanodichthys dabryi,Actinopterygii,Cypriniformes,Cyprinidae,Chanodichthys,dabryi,NA
Chanodichthys erythropterus,Chanodichthys erythropterus,Actinopterygii,Cypriniformes,Cyprinidae,Chanodichthys,erythropterus,NA
Chanodichthys mongolicus,Chanodichthys mongolicus,Actinopterygii,Cypriniformes,Cyprinidae,Chanodichthys,mongolicus,NA
Chanos chanos,Chanos chanos,Actinopterygii,Gonorynchiformes,Chanidae,Chanos,chanos,NA
Chapalichthys encaustus,Chapalichthys encaustus,Actinopterygii,Cyprinodontiformes,Goodeidae,Chapalichthys,encaustus,NA
Chapalichthys pardalis,Chapalichthys pardalis,Actinopterygii,Cyprinodontiformes,Goodeidae,Chapalichthys,pardalis,NA
Characidium lanei,Characidium lanei,Actinopterygii,Characiformes,Crenuchidae,Characidium,lanei,NA
Characidium pterostictum,Characidium pterostictum,Actinopterygii,Characiformes,Crenuchidae,Characidium,pterostictum,NA
Characodon lateralis,Characodon lateralis,Actinopterygii,Cyprinodontiformes,Goodeidae,Characodon,lateralis,NA
Charax gibbosus,Charax gibbosus,Actinopterygii,Characiformes,Characidae,Charax,gibbosus,NA
Charax stenopterus,Charax stenopterus,Actinopterygii,Characiformes,Characidae,Charax,stenopterus,NA
Chascanopsetta lugubris,Chascanopsetta lugubris,Actinopterygii,Pleuronectiformes,Bothidae,Chascanopsetta,lugubris,NA
Chaunax abei,Chaunax abei,Actinopterygii,Lophiiformes,Chaunacidae,Chaunax,abei,NA
Chaunax suttkusi,Chaunax suttkusi,Actinopterygii,Lophiiformes,Chaunacidae,Chaunax,suttkusi,NA
Chaunax tosaensis,Chaunax tosaensis,Actinopterygii,Lophiiformes,Chaunacidae,Chaunax,tosaensis,NA
Cheilinus chlorourus,Cheilinus chlorourus,Actinopterygii,Perciformes,Labridae,Cheilinus,chlorourus,NA
Cheilio inermis,Cheilio inermis,Actinopterygii,Perciformes,Labridae,Cheilio,inermis,NA
Cheilodactylus fasciatus,Cheilodactylus fasciatus,Actinopterygii,Perciformes,Cheilodactylidae,Cheilodactylus,fasciatus,NA
Cheilodactylus nigripes,Cheilodactylus nigripes,Actinopterygii,Perciformes,Cheilodactylidae,Cheilodactylus,nigripes,NA
Cheilodipterus quinquelineatus,Cheilodipterus quinquelineatus,Actinopterygii,Perciformes,Apogonidae,Cheilodipterus,quinquelineatus,NA
Cheilopogon agoo,Cheilopogon agoo,Actinopterygii,Beloniformes,Exocoetidae,Cheilopogon,agoo,NA
Cheilopogon arcticeps,Cheilopogon arcticeps,Actinopterygii,Beloniformes,Exocoetidae,Cheilopogon,arcticeps,NA
Cheilopogon cyanopterus,Cheilopogon cyanopterus,Actinopterygii,Beloniformes,Exocoetidae,Cheilopogon,cyanopterus,NA
Cheilopogon exsiliens,Cheilopogon exsiliens,Actinopterygii,Beloniformes,Exocoetidae,Cheilopogon,exsiliens,NA
Cheilopogon furcatus,Cheilopogon furcatus,Actinopterygii,Beloniformes,Exocoetidae,Cheilopogon,furcatus,NA
Cheilopogon heterurus,Cheilopogon heterurus,Actinopterygii,Beloniformes,Exocoetidae,Cheilopogon,heterurus,NA
Cheilopogon melanurus,Cheilopogon melanurus,Actinopterygii,Beloniformes,Exocoetidae,Cheilopogon,melanurus,NA
Cheilopogon milleri,Cheilopogon milleri,Actinopterygii,Beloniformes,Exocoetidae,Cheilopogon,milleri,NA
Cheilopogon nigricans,Cheilopogon nigricans,Actinopterygii,Beloniformes,Exocoetidae,Cheilopogon,nigricans,NA
Cheilopogon spilonotopterus,Cheilopogon spilonotopterus,Actinopterygii,Beloniformes,Exocoetidae,Cheilopogon,spilonotopterus,NA
Cheilopogon spilopterus,Cheilopogon spilopterus,Actinopterygii,Beloniformes,Exocoetidae,Cheilopogon,spilopterus,NA
Cheirodon australe,Cheirodon australe,Actinopterygii,Characiformes,Characidae,Cheirodon,australe,NA
Cheirodon interruptus,Cheirodon interruptus,Actinopterygii,Characiformes,Characidae,Cheirodon,interruptus,NA
Chelidonichthys capensis,Chelidonichthys capensis,Actinopterygii,Scorpaeniformes,Triglidae,Chelidonichthys,capensis,NA
Chelidonichthys cuculus,Chelidonichthys cuculus,Actinopterygii,Scorpaeniformes,Triglidae,Chelidonichthys,cuculus,NA
Chelidonichthys kumu,Chelidonichthys kumu,Actinopterygii,Scorpaeniformes,Triglidae,Chelidonichthys,kumu,NA
Chelidonichthys lucerna,Chelidonichthys lucerna,Actinopterygii,Scorpaeniformes,Triglidae,Chelidonichthys,lucerna,NA
Chelidonichthys lucernus,Chelidonichthys lucernus,Actinopterygii,Scorpaeniformes,Triglidae,Chelidonichthys,lucernus,NA
Chelidonichthys obscurus,Chelidonichthys obscurus,Actinopterygii,Scorpaeniformes,Triglidae,Chelidonichthys,obscurus,NA
Chelmon rostratus,Chelmon rostratus,Actinopterygii,Perciformes,Chaetodontidae,Chelmon,rostratus,NA
Chelon labrosus,Chelon labrosus,Actinopterygii,Mugiliformes,Mugilidae,Chelon,labrosus,NA
Chelon macrolepis,Chelon macrolepis,Actinopterygii,Mugiliformes,Mugilidae,Chelon,macrolepis,NA
Chelonodon patoca,Chelonodon patoca,Actinopterygii,Tetraodontiformes,Tetraodontidae,Chelonodon,patoca,NA
Chetia flaviventris,Chetia flaviventris,Actinopterygii,Perciformes,Cichlidae,Chetia,flaviventris,NA
Chilodus punctatus,Chilodus punctatus,Actinopterygii,Characiformes,Chilodontidae,Chilodus,punctatus,NA
Chilomycterus reticulatus,Chilomycterus reticulatus,Actinopterygii,Tetraodontiformes,Diodontidae,Chilomycterus,reticulatus,NA
Chilomycterus schoepfii,Chilomycterus schoepfii,Actinopterygii,Tetraodontiformes,Diodontidae,Chilomycterus,schoepfii,NA
Chiloscyllium hasseltii,Chiloscyllium hasseltii,Chondrichthyes,Orectolobiformes,Hemiscylliidae,Chiloscyllium,hasseltii,NA
Chimaera cubana,Chimaera cubana,Chondrichthyes,Chimaeriformes,Chimaeridae,Chimaera,cubana,NA
Chimaera notafricana,Chimaera notafricana,Chondrichthyes,Chimaeriformes,Chimaeridae,Chimaera,notafricana,NA
Chimaera phantasma,Chimaera phantasma,Chondrichthyes,Chimaeriformes,Chimaeridae,Chimaera,phantasma,NA
Chionodraco hamatus,Chionodraco hamatus,Actinopterygii,Perciformes,Channichthyidae,Chionodraco,hamatus,NA
Chionodraco myersi,Chionodraco myersi,Actinopterygii,Perciformes,Channichthyidae,Chionodraco,myersi,NA
Chionodraco rastrospinosus,Chionodraco rastrospinosus,Actinopterygii,Perciformes,Channichthyidae,Chionodraco,rastrospinosus,NA
Chirocentrus dorab,Chirocentrus dorab,Actinopterygii,Clupeiformes,Chirocentridae,Chirocentrus,dorab,NA
Chirocentrus nudus,Chirocentrus nudus,Actinopterygii,Clupeiformes,Chirocentridae,Chirocentrus,nudus,NA
Chirolophis japonicus,Chirolophis japonicus,Actinopterygii,Perciformes,Stichaeidae,Chirolophis,japonicus,NA
Chironemus marmoratus,Chironemus marmoratus,Actinopterygii,Perciformes,Chironemidae,Chironemus,marmoratus,NA
Chirostoma attenuatum,Chirostoma attenuatum,Actinopterygii,Atheriniformes,Atherinopsidae,Chirostoma,attenuatum,NA
Chirostoma bartoni,Chirostoma bartoni,Actinopterygii,Atheriniformes,Atherinopsidae,Chirostoma,bartoni,NA
Chirostoma estor,Chirostoma estor,Actinopterygii,Atheriniformes,Atherinopsidae,Chirostoma,estor,NA
Chirostoma grandocule,Chirostoma grandocule,Actinopterygii,Atheriniformes,Atherinopsidae,Chirostoma,grandocule,NA
Chirostoma humboldtianum,Chirostoma humboldtianum,Actinopterygii,Atheriniformes,Atherinopsidae,Chirostoma,humboldtianum,NA
Chitala chitala,Chitala chitala,Actinopterygii,Osteoglossiformes,Notopteridae,Chitala,chitala,NA
Chlorophthalmus albatrossis,Chlorophthalmus albatrossis,Actinopterygii,Aulopiformes,Chlorophthalmidae,Chlorophthalmus,albatrossis,NA
Chloroscombrus chrysurus,Chloroscombrus chrysurus,Actinopterygii,Perciformes,Carangidae,Chloroscombrus,chrysurus,NA
Chlorurus sordidus,Chlorurus sordidus,Actinopterygii,Perciformes,Scaridae,Chlorurus,sordidus,NA
Choerodon anchorago,Choerodon anchorago,Actinopterygii,Perciformes,Labridae,Choerodon,anchorago,NA
Choerodon azurio,Choerodon azurio,Actinopterygii,Perciformes,Labridae,Choerodon,azurio,NA
Choerodon cyanodus,Choerodon cyanodus,Actinopterygii,Perciformes,Labridae,Choerodon,cyanodus,NA
Choerodon fasciatus,Choerodon fasciatus,Actinopterygii,Perciformes,Labridae,Choerodon,fasciatus,NA
Choerodon graphicus,Choerodon graphicus,Actinopterygii,Perciformes,Labridae,Choerodon,graphicus,NA
Choerodon schoenleinii,Choerodon schoenleinii,Actinopterygii,Perciformes,Labridae,Choerodon,schoenleinii,NA
Choerodon venustus,Choerodon venustus,Actinopterygii,Perciformes,Labridae,Choerodon,venustus,NA
Chondrostoma cyri,Chondrostoma cyri,Actinopterygii,Cypriniformes,Cyprinidae,Chondrostoma,cyri,NA
Chondrostoma knerii,Chondrostoma knerii,Actinopterygii,Cypriniformes,Cyprinidae,Chondrostoma,knerii,NA
Chondrostoma nasus,Chondrostoma nasus,Actinopterygii,Cypriniformes,Cyprinidae,Chondrostoma,nasus,NA
Chondrostoma soetta,Chondrostoma soetta,Actinopterygii,Cypriniformes,Cyprinidae,Chondrostoma,soetta,NA
Chorinemus cossacki,Scomberoides tala,Actinopterygii,Perciformes,Carangidae,Scomberoides,tala,NA
Chorinemus tala,Scomberoides tala,Actinopterygii,Perciformes,Carangidae,Scomberoides,tala,NA
Chromis multilineata,Chromis multilineata,Actinopterygii,Perciformes,Pomacentridae,Chromis,multilineata,NA
Chromis notata,Chromis notata,Actinopterygii,Perciformes,Pomacentridae,Chromis,notata,NA
Chromis punctipinnis,Chromis punctipinnis,Actinopterygii,Perciformes,Pomacentridae,Chromis,punctipinnis,NA
Chromis viridis,Chromis viridis,Actinopterygii,Perciformes,Pomacentridae,Chromis,viridis,NA
Chrosomus eos,Chrosomus eos,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,eos,NA
Chrosomus erythrogaster,Chrosomus erythrogaster,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,erythrogaster,NA
Chrysichthys maurus,Chrysichthys maurus,Actinopterygii,Siluriformes,Claroteidae,Chrysichthys,maurus,NA
Chrysichthys nyongensis,Chrysichthys nyongensis,Actinopterygii,Siluriformes,Claroteidae,Chrysichthys,nyongensis,NA
Chrysichthys walkeri,Chrysichthys walkeri,Actinopterygii,Siluriformes,Claroteidae,Chrysichthys,walkeri,NA
Chrysiptera cyanea,Chrysiptera cyanea,Actinopterygii,Perciformes,Pomacentridae,Chrysiptera,cyanea,NA
Chrysoblephus anglicus,Chrysoblephus anglicus,Actinopterygii,Perciformes,Sparidae,Chrysoblephus,anglicus,NA
Chrysochir aureus,Chrysochir aureus,Actinopterygii,Perciformes,Sciaenidae,Chrysochir,aureus,NA
Cichla monoculus,Cichla monoculus,Actinopterygii,Perciformes,Cichlidae,Cichla,monoculus,NA
Cichla ocellaris,Cichla ocellaris,Actinopterygii,Perciformes,Cichlidae,Cichla,ocellaris,NA
Cichla orinocensis,Cichla orinocensis,Actinopterygii,Perciformes,Cichlidae,Cichla,orinocensis,NA
Cichla temensis,Cichla temensis,Actinopterygii,Perciformes,Cichlidae,Cichla,temensis,NA
Cichlasoma amazonarum,Cichlasoma amazonarum,Actinopterygii,Perciformes,Cichlidae,Cichlasoma,amazonarum,NA
Cichlasoma beani,Cichlasoma beani,Actinopterygii,Perciformes,Cichlidae,Cichlasoma,beani,NA
Cichlasoma bimaculatum,Cichlasoma bimaculatum,Actinopterygii,Perciformes,Cichlidae,Cichlasoma,bimaculatum,NA
Cichlasoma geddesi,Cichlasoma geddesi,Actinopterygii,Perciformes,Cichlidae,Cichlasoma,geddesi,NA
Cichlasoma grammodes,Cichlasoma grammodes,Actinopterygii,Perciformes,Cichlidae,Cichlasoma,grammodes,NA
Cichlasoma istlanum,Cichlasoma istlanum,Actinopterygii,Perciformes,Cichlidae,Cichlasoma,istlanum,NA
Cichlasoma mayorum,Cichlasoma mayorum,Actinopterygii,Perciformes,Cichlidae,Cichlasoma,mayorum,NA
Cichlasoma paranaense,Cichlasoma paranaense,Actinopterygii,Perciformes,Cichlidae,Cichlasoma,paranaense,NA
Cichlasoma pearsei,Cichlasoma pearsei,Actinopterygii,Perciformes,Cichlidae,Cichlasoma,pearsei,NA
Cichlasoma salvini,Cichlasoma salvini,Actinopterygii,Perciformes,Cichlidae,Cichlasoma,salvini,NA
Cichlasoma trimaculatum,Cichlasoma trimaculatum,Actinopterygii,Perciformes,Cichlidae,Cichlasoma,trimaculatum,NA
Cichlasoma urophthalmus,Cichlasoma urophthalmum,Actinopterygii,Perciformes,Cichlidae,Cichlasoma,urophthalmum,NA
Ciliata mustela,Ciliata mustela,Actinopterygii,Gadiformes,Lotidae,Ciliata,mustela,NA
Cilus gilberti,Cilus gilberti,Actinopterygii,Perciformes,Sciaenidae,Cilus,gilberti,NA
Cirrhilabrus cyanopleura,Cirrhilabrus cyanopleura,Actinopterygii,Perciformes,Labridae,Cirrhilabrus,cyanopleura,NA
Cirrhimuraena chinensis,Cirrhimuraena chinensis,Actinopterygii,Anguilliformes,Ophichthidae,Cirrhimuraena,chinensis,NA
Cirrhina reba,Cirrhinus reba,Actinopterygii,Cypriniformes,Cyprinidae,Cirrhinus,reba,NA
Cirrhinus cirrhosus,Cirrhinus cirrhosus,Actinopterygii,Cypriniformes,Cyprinidae,Cirrhinus,cirrhosus,NA
Cirrhinus molitorella,Cirrhinus molitorella,Actinopterygii,Cypriniformes,Cyprinidae,Cirrhinus,molitorella,NA
Cirrhinus mrigala,Cirrhinus mrigala,Actinopterygii,Cypriniformes,Cyprinidae,Cirrhinus,mrigala,NA
Cirrhinus reba,Cirrhinus reba,Actinopterygii,Cypriniformes,Cyprinidae,Cirrhinus,reba,NA
