old_pname	new_pname
Indocucullanus puriensis	Indocucullanus puriensis
Indocucullanus simhai	Indocucullanus simhai
Indocucullanus wertheimae	Indocucullanus wertheimae
Indodidymozoon brevicolle	Indodidymozoon brevicolle
Indodidymozoon lesteri	Indodidymozoon lesteri
Indodidymozoon metridion	Indodidymozoon metridion
Indodidymozoon moretonensis	Indodidymozoon moretonensis
Indodidymozoon pearsoni	Indodidymozoon pearsoni
Indodidymozoon suttiei	Indodidymozoon suttiei
Indomazocraes jagannath	Indomazocraes jagannath
Indorhynchus indicus	Indorhynchus indicus
Indorhynchus pseudobagri	Indorhynchus pseudobagri
Infundibulostomum anisotremi	Infundibulostomum anisotremi
Infundibulostomum spinatum	Infundibulostomum spinatum
Inpamphistoma papillatum	Inpamphistoma papillatum
Inserotrema puyei	Inserotrema puyei
Insulacleidus paratilapiae	Insulacleidus paratilapiae
Insulacleidus paretropli	Insulacleidus paretropli
Interniloculus chilensis	Interniloculus chilensis
Interniloculus sebastidis	Interniloculus sebastidis
Intracotyle eduardsi	Intracotyle eduardsi
Intracotyle neghmei	Intracotyle neghmei
Intracotyle orientale	Intracotyle orientale
Introvertus chauhani	Introvertus chauhani
Introvertus raipurensis	Introvertus raipurensis
Intusatrium crassum	Intusatrium crassum
Intusatrium robustum	Intusatrium robustum
Intusatrium secundum	Intusatrium secundum
Inustiatus aristichthysi	Inustiatus aristichthysi
Inustiatus inustiatus	Inustiatus inustiatus
Inversocotyle pumilio	Inversocotyle pumilio
Isocoelium mediolecithale	Isocoelium mediolecithale
Isoglaridacris agminis	Isoglaridacris agminis
Isoglaridacris bulbocirrus	Isoglaridacris bulbocirrus
Isoglaridacris calentinei	Isoglaridacris calentinei
Isoglaridacris chetekensis	Isoglaridacris chetekensis
Isoglaridacris etowani	Isoglaridacris etowani
Isoglaridacris folius	Isoglaridacris folius
Isoglaridacris hexacotyle	Isoglaridacris hexacotyle
Isoglaridacris longus	Isoglaridacris longus
Isoglaridacris multivitellaria	Isoglaridacris multivitellaria
Isoglaridacris wisconsinensis	Isoglaridacris wisconsinensis
Isohaliotrema platacis	Parancylodiscoides platacis
Isoparorchis eurytremum	Isoparorchis eurytremum
Isoparorchis hypselobagri	Isoparorchis hypselobagri
Isoparorchis pakistanicus	Isoparorchis pakistanicus
Isoparorchis pseudobagri	Isoparorchis pseudobagri
Isorchis parvus	Isorchis parvus
Ithyoclinostomum dimorphum	Ithyoclinostomum dimorphum
Jainus amazonensis	Jainus amazonensis
Jainus amazonicus	Jainus amazonicus
Jainus hexops	Jainus hexops
Jainus jainus	Jainus jainus
Jainus robustus	Jainus robustus
Jaliscia caballeroi	Jaliscia caballeroi
Jaliscia caulolatili	Jaliscia caulolatili
Jauella glandicephala	Jauella glandicephala
Jeancadenatia dohenyi	Jeancadenatia dohenyi
Jeancadenatia dollfusi	Jeancadenatia dollfusi
Jeancadenatia pacifica	Jeancadenatia pacifica
Jericho chojeri	Jericho chojeri
Johniophyllum formiae	Johniophyllum formiae
Johniophyllum qingdaoensis	Johniophyllum qingdaoensis
Johnstonmawsonia africana	Johnstonmawsonia africana
Johnstonmawsonia campana-rougetae	Johnstonmawsonia campana-rougetae
Johnstonmawsonia murenophidis	Johnstonmawsonia murenophidis
Johnstonmawsonia porichthydis	Johnstonmawsonia porichthydis
Kalipharynx piramboae	Kalipharynx piramboae
Kalitrema kalitrema	Kalitrema kalitrema
Kannaphallus lateriporis	Kannaphallus lateriporis
Kannaphallus mochimae	Kannaphallus mochimae
Kannaphallus virilis	Kannaphallus virilis
Kannaphalus mochimae	Kannaphallus mochimae
Karachitrema trilobata	Karachitrema trilobata
Karyakartia pambanense	Karyakartia pambanense
Kashitrema attui	Kashitrema attui
Kathlania gynopapillata	Kathlania gynopapillata
Kathlania sprentii	Kathlania sprentii
Kathlania stromatei	Kathlania stromatei
Kenmackenzia gigas	Kenmackenzia gigas
Khawia armeniaca	Khawia armeniaca
Khawia baltica	Khawia baltica
Khawia barbi	Khawia barbi
Khawia grypi	Khawia grypi
Khawia iowensis	Khawia iowensis
Khawia japonensis	Khawia japonensis
Khawia lutei	Khawia lutei
Khawia parva	Khawia parva
Khawia rossittensis	Khawia rossittensis
Khawia sinensis	Khawia sinensis
Klossinemella iheringi	Klossinemella iheringi
Knipowitschiatrema nicolai	Knipowitschiatrema nicolai
Koellikeria abdominalis	Koellikeria abdominalis
Koellikeria benedenii	Koellikeria benedenii
Koellikeria bipartita	Koellikeria bipartita
Koellikeria filicollis	Koellikeria filicollis
Koellikeria globosa	Koellikeria globosa
Koellikeria inbumi	Koellikeria inbumi
Koellikeria orientalis	Koellikeria orientalis
Koellikeria pylorica	Koellikeria pylorica
Koellikeria reniformis	Koellikeria reniformis
Koellikeria retrorbitalis	Koellikeria retrorbitalis
Koellikeria shimai	Koellikeria shimai
Koellikeria submaxillaris	Koellikeria submaxillaris
Koellikerioides apicalis	Koellikerioides apicalis
Koellikerioides externogastricus	Koellikerioides externogastricus
Koellikerioides internogastricus	Koellikerioides internogastricus
Koellikerioides intestinalis	Koellikerioides intestinalis
Koellikerioides orientalis	Koellikerioides orientalis
Koellikerioides splenalis	Koellikerioides splenalis
Koiea notacanthi	Koiea notacanthi
Koronacantha mexicana	Koronacantha mexicana
Koronacantha pectinaria	Koronacantha pectinaria
Koseiria alanwilliamsi	Koseiria alanwilliamsi
Koseiria huxleyi	Koseiria huxleyi
Koseiria kyphosi	Koseiria kyphosi
Koseiria nagatyi	Koseiria nagatyi
Koseiria tahmeli	Koseiria tahmeli
Koseiria xishaenae	Koseiria xishaenae
Kotorelliella jonesi	Kotorelliella jonesi
Kowsalyabothrium sepheni	Kowsalyabothrium sepheni
Kritskyia annakohnae	Kritskyia annakohnae
Kritskyia boegeri	Kritskyia boegeri
Kritskyia eirasi	Kritskyia eirasi
Kritskyia moraveci	Kritskyia moraveci
Ktariella polyorchis	Ktariella polyorchis
Kuhnia brevoortia	Kuhnia brevoortia
Kuhnia kanagurta	Kuhnia kanagurta
Kuhnia microlepidotusi	Kuhnia microlepidotusi
Kuhnia scombercolias	Kuhnia scombercolias
Kuhnia scombri	Kuhnia scombri
Kuhnia sprostonae	Kuhnia sprostonae
Labeonema bakeri	Labeonema bakeri
Labracetabulum gephyroberici	Labracetabulum gephyroberici
Labratrema minimus	Labratrema minimus
Lacistorhynchus bulbifer	Lacistorhynchus bulbifer
Lacistorhynchus dollfusi	Lacistorhynchus dollfusi
Lacistorhynchus tenuis	Lacistorhynchus tenuis
Lagenocystis katsuwoni	Lagenocystis katsuwoni
Lamellodiscus acanthopagri	Lamellodiscus acanthopagri
Lamellodiscus baeri	Lamellodiscus baeri
Lamellodiscus bidens	Lamellodiscus bidens
Lamellodiscus butcheri	Lamellodiscus butcheri
Lamellodiscus caballeroi	Lamellodiscus caballeroi
Lamellodiscus cirrusspiralis	Lamellodiscus cirrusspiralis
Lamellodiscus convolutus	Lamellodiscus convolutus
Lamellodiscus dentexi	Lamellodiscus dentexi
Lamellodiscus drummondi	Lamellodiscus drummondi
Lamellodiscus elegans	Lamellodiscus elegans
Lamellodiscus ergensi	Lamellodiscus ergensi
Lamellodiscus fraternus	Lamellodiscus fraternus
Lamellodiscus furcillatus	Lamellodiscus furcillatus
Lamellodiscus furcosus	Lamellodiscus furcosus
Lamellodiscus gracilis	Lamellodiscus gracilis
Lamellodiscus hilii	Lamellodiscus hilii
Lamellodiscus ignoratus	Lamellodiscus ignoratus
Lamellodiscus impervius	Lamellodiscus impervius
Lamellodiscus indicus	Lamellodiscus indicus
Lamellodiscus japonicus	Lamellodiscus japonicus
Lamellodiscus knoeffleri	Lamellodiscus knoeffleri
Lamellodiscus major	Lamellodiscus major
Lamellodiscus mirandus	Lamellodiscus mirandus
Lamellodiscus mormyri	Lamellodiscus mormyri
Lamellodiscus niedashui	Lamellodiscus niedashui
Lamellodiscus obeliae	Lamellodiscus obeliae
Lamellodiscus pagrosomi	Lamellodiscus pagrosomi
Lamellodiscus parisi	Lamellodiscus parisi
Lamellodiscus parvicornis	Lamellodiscus parvicornis
Lamellodiscus spari	Lamellodiscus spari
Lamellodiscus squamosus	Lamellodiscus squamosus
Lamellodiscus takitai	Lamellodiscus takitai
Lamellodiscus vaginalis	Lamellodiscus vaginalis
Lamellodiscus verberis	Lamellodiscus verberis
Lamellodiscus virgula	Lamellodiscus virgula
Laminiscus gussevi	Laminiscus gussevi
Laminiscus strelkowi	Laminiscus strelkowi
Lampritrema savalai	Lampritrema savalai
Lappetascaris lutjani	Lappetascaris lutjani
Laruea straightum	Laruea straightum
Lasiotocus accraensis	Lasiotocus accraensis
Lasiotocus asymmetricus	Lasiotocus asymmetricus
Lasiotocus attenuatus	Lasiotocus attenuatus
Lasiotocus bengalensis	Lasiotocus bengalensis
Lasiotocus chaetodipteri	Lasiotocus chaetodipteri
Lasiotocus cynoglossi	Lasiotocus cynoglossi
Lasiotocus delicatus	Lasiotocus delicatus
Lasiotocus elongatus	Lasiotocus elongatus
Lasiotocus ghanensis	Lasiotocus ghanensis
Lasiotocus hastai	Lasiotocus hastai
Lasiotocus himezi	Lasiotocus himezi
Lasiotocus jagannathi	Lasiotocus jagannathi
Lasiotocus macrotrema	Lasiotocus macrotrema
Lasiotocus maculatus	Lasiotocus maculatus
Lasiotocus overstreeti	Lasiotocus overstreeti
Lasiotocus puriensis	Lasiotocus puriensis
Lasiotocus rohitai	Lasiotocus rohitai
Lasiotocus sparisomae	Lasiotocus sparisomae
Lasiotocus synapturae	Lasiotocus synapturae
Lasiotocus trachinoti	Lasiotocus trachinoti
Lasiotocus ulua	Lasiotocus ulua
Latericaecum pearsoni	Latericaecum pearsoni
Laterocotyle synaphobranchi	Laterocotyle synaphobranchi
Laticola cyanus	Laticola cyanus
Laticola dae	Laticola dae
Laticola latesi	Laticola latesi
Laticola lingaoensis	Laticola seabassi
Laticola paralatesi	Laticola paralatesi
Lebboia striatura	Lebboia striatura
Lebouria cooperi	Ledebouria cooperi
Lebouria crassigula	Lebouria crassigula
Lebouria pratti	Lebouria pratti
Lebouria truncata	Lebouria truncata
Lecanicephalum coangustatum	Lecanicephalum coangustatum
Lecanicephalum peltatum	Lecanicephalum peltatum
Lecanicephalum ratnagiriensis	Lecanicephalum ratnagiriensis
Lecanicephalum xiamenensis	Lecanicephalum xiamenensis
Lecithaster africanus	Lecithaster africanus
Lecithaster anisotremi	Lecithophyllum anisotremi
Lecithaster australis	Lecithaster australis
Lecithaster clupanodonae	Lecithaster clupanodonae
Lecithaster galeatus	Lecithaster galeatus
Lecithaster ghanensis	Lecithaster ghanensis
Lecithaster indicus	Lecithaster indicus
Lecithaster intermedius	Lecithaster intermedius
Lecithaster pacificum	Lecithaster pacificum
Lecithaster sayori	Lecithaster sayori
Lecithaster tauricus	Lecithaster tauricus
Lecithaster tylosuri	Lecithaster tylosuri
Lecithobotrioides elongatus	Lecithobotrioides elongatus
Lecithobotrioides mediacanoensis	Lecithobotrioides mediacanoensis
Lecithochirium acutum	Lecithochirium acutum
Lecithochirium alectis	Lecithochirium alectis
Lecithochirium apharei	Lecithochirium apharei
Lecithochirium arcuatum	Lecithochirium arcuatum
Lecithochirium bothi	Lecithochirium bothi
Lecithochirium caesionis	Lecithochirium caesionis
Lecithochirium callaoensis	Lecithochirium callaoensis
Lecithochirium canadus	Lecithochirium canadus
Lecithochirium caudiporum	Lecithochirium caudiporum
Lecithochirium chaetodontis	Lecithochirium chaetodontis
Lecithochirium cheni	Lecithochirium cheni
Lecithochirium cirrhiti	Lecithochirium cirrhiti
Lecithochirium coxium	Lecithochirium coxium
Lecithochirium dongshanensis	Lecithochirium dongshanensis
Lecithochirium exodicum	Lecithochirium exodicum
Lecithochirium fistulariae	Lecithochirium fistulariae
Lecithochirium flexum	Lecithochirium flexum
Lecithochirium fotedari	Lecithochirium fotedari
Lecithochirium genypteri	Lecithochirium genypteri
Lecithochirium ghanense	Lecithochirium ghanense
Lecithochirium grandiporum	Lecithochirium grandiporum
Lecithochirium gymnapisti	Lecithochirium gymnapisti
Lecithochirium harpodoni	Lecithochirium harpodoni
Lecithochirium harpodontis	Lecithochirium harpodontis
Lecithochirium holocentri	Lecithochirium holocentri
Lecithochirium israelense	Lecithochirium israelense
Lecithochirium jaffense	Lecithochirium jaffense
Lecithochirium kawakawa	Lecithochirium kawakawa
Lecithochirium kawalea	Lecithochirium kawalea
Lecithochirium laevis	Lecithochirium laevis
Lecithochirium macrorchis	Lecithochirium macrorchis
Lecithochirium magnicaudatum	Lecithochirium magnicaudatum
Lecithochirium magniporum	Lecithochirium magnaporum
Lecithochirium magnus	Lecithochirium magnus
Lecithochirium maomao	Lecithochirium maomao
Lecithochirium microcercus	Lecithochirium microcercus
Lecithochirium miichthydis	Lecithochirium miichthydis
Lecithochirium muraenae	Lecithochirium muraenae
Lecithochirium musculoatrium	Lecithochirium musculoatrium
Lecithochirium neopacificus	Lecithochirium neopacificus
Lecithochirium nohu	Lecithochirium nohu
Lecithochirium ostichthydis	Lecithochirium ostichthydis
Lecithochirium paracanthi	Lecithochirium paracanthi
Lecithochirium parafusiforme	Lecithochirium parafusiforme
Lecithochirium poecilopsettae	Lecithochirium poecilopsettae
Lecithochirium polynemi	Lecithochirium polynemi
Lecithochirium priacanthi	Lecithochirium priacanthi
Lecithochirium proterorhini	Lecithochirium proterorhini
Lecithochirium pseudosciaenae	Lecithochirium pseudosciaenae
Lecithochirium robustus	Lecithochirium robustus
Lecithochirium savalae	Lecithochirium savalae
Lecithochirium scomberomori	Lecithochirium scomberomori
Lecithochirium selkiriensis	Lecithochirium selkiriensis
Lecithochirium spiravesiculum	Lecithochirium spiravesiculatum
Lecithocladium angustiovum	Lecithocladium angustiovum
Lecithocladium annulatum	Lecithocladium annulatum
Lecithocladium apolecti	Lecithocladium apolecti
Lecithocladium augustiorum	Lecithocladium angustiovum
Lecithocladium bulbolabrum	Lecithocladium bulbolabrum
Lecithocladium chaetodipteri	Lecithocladium chaetodipteri
Lecithocladium chingi	Lecithocladium chingi
Lecithocladium cybiumi	Lecithocladium cybiumi
Lecithocladium daccai	Lecithocladium daccai
Lecithocladium dawesi	Lecithocladium dawesi
Lecithocladium dongshanensis	Lecithocladium dongshanensis
Lecithocladium excisiforme	Lecithocladium excisiforme
Lecithocladium glandulum	Lecithocladium glandulum
Lecithocladium gulosum	Lecithocladium gulosum
Lecithocladium ilishae	Lecithocladium ilishae
Lecithocladium indicum	Lecithocladium indicum
Lecithocladium invasor	Lecithocladium invasor
Lecithocladium jagannathi	Lecithocladium jagannathi
Lecithocladium leiognathi	Lecithocladium leiognathi
Lecithocladium lutiani	Lecithocladium lutiani
Lecithocladium mecoderum	Lecithocladium mecoderum
Lecithocladium megalaspis	Lecithocladium megalaspis
Lecithocladium miichthydis	Lecithocladium miichthydis
Lecithocladium parapristipomatis	Lecithocladium parapristipomatis
Lecithocladium parviovum	Lecithocladium parviovum
Lecithocladium piscicola	Lecithocladium piscicola
Lecithocladium psenopsis	Lecithocladium psenopsis
Lecithocladium putianensis	Lecithocladium putianensis
Lecithocladium scombri	Lecithocladium scombri
Lecithocladium stossichi	Lecithocladium stossichi
Lecithocladium stromatei	Lecithocladium stromatei
Lecithomonoium harpodi	Lecithomonoium harpodi
Lecithophyllum anteroporum	Lecithophyllum anteroporum
Lecithophyllum campbellmunroei	Lecithophyllum campbellmunroei
Lecithophyllum cheilionis	Lecithophyllum cheilionis
Lecithophyllum fuscum	Lecithophyllum fuscum
Lecithophyllum hawaiiense	Lecithophyllum hawaiiense
Lecithophyllum intermedium	Lecithophyllum intermedium
Lecithophyllum neocytii	Lecithophyllum neocytii
Lecithostaphylus elongatus	Lecithostaphylus nitens
Lecithostaphylus fugus	Lecithostaphylus fugus
Lecithostaphylus nitens	Lecithostaphylus nitens
Lecithostaphylus retroflexus	Lecithostaphylus retroflexus
Lenolopa huizhouensis	Lenolopa huizhouensis
Lepidapedella sillaginodesi	Lepidapedella sillaginodesi
Lepidapedoides angustus	Lepidapedoides angustus
Lepidapedoides dollfusi	Lepidapedoides dollfusi
Lepidapedoides elongatrium	Lepidapedoides elongatrium
Lepidapedoides epinepheli	Lepidapedoides epinepheli
Lepidapedoides kalikali	Lepidapedoides kalikali
Lepidapedoides kerapu	Lepidapedoides kerapu
Lepidapedoides levenseni	Lepidapedoides levenseni
Lepidapedoides nelsoni	Lepidapedoides nelsoni
Lepidapedoides oaxacensis	Lepidapedoides oaxacensis
Lepidapedoides ovale	Lepidapedoides ovale
Lepidapedoides parepinepheli	Lepidapedoides parepinepheli
Lepidapedoides parvulus	Lepidapedoides parvulus
Lepidapedoides pistoris	Lepidapedoides pistoris
Lepidapedoides querni	Lepidapedoides querni
Lepidapedoides trachinoti	Lepidapedoides trachinoti
Lepidapedoides truncatum	Lepidapedoides truncatum
Lepidapedon aljoshkinae	Lepidapedon aljoshkinae
Lepidapedon arlenae	Lepidapedon arlenae
Lepidapedon clavatum	Lepidapedon clavatum
Lepidapedon gange	Lepidapedon gange
Lepidapedon genge	Lepidapedon genge
Lepidapedon ghanensis	Lepidapedon ghanense
Lepidapedon gymnocanthi	Lepidapedon gymnocanthi
Lepidapedon holocentri	Lepidapedon holocentri
Lepidapedon kalikali	Lepidapedoides kalikali
Lepidapedon lepidum	Lepidapedon lepidum
Lepidapedon longivesiculum	Lepidapedon longivesiculum
Lepidapedon magnum	Lepidapedon magnum
Lepidapedon mariannae	Lepidapedon mariannae
Lepidapedon megalaspi	Lepidapedon megalaspi
Lepidapedon merretti	Lepidapedon merretti
Lepidapedon microcotyleum	Lepidapedon microcotyleum
Lepidapedon nelsoni	Lepidapedon nelsoni
Lepidapedon oaxacensis	Lepidapedon oaxacensis
Lepidapedon ostichthydis	Lepidapedoides ostichthydis
Lepidapedon ostorhinchi	Lepidapedon ostorhinchi
Lepidapedon parastromatomatei	Lepidapedon parastromatomatei
Lepidapedon sammari	Lepidapedon sammari
Lepidapedon spiniferi	Lepidapedon spiniferi
Lepidapedon spinitectus	Lepidapedon spinitectus
Lepidapedon taeniatum	Lepidapedon taeniatum
Lepidapedon tertius	Lepidapedon tertius
Lepidapedon truncatum	Lepidapedon truncatum
